t,x,y,theta
1527990824.357348641,-88.5238026722,85.7458572164,0.120763011104
1527990824.557915100,-88.4225187876,85.7595050283,0.0749753796672
1527990824.757453658,-88.3033478712,85.7755355162,0.00120332046188
1527990824.957237665,-88.1651096503,85.7765104156,-0.0695299957618
1527990825.90688247,-88.0619213682,85.7761598886,-0.117494767686
1527990825.224029118,-87.9618341433,85.7658245904,-0.17006446098
1527990825.423983541,-87.8237875978,85.7511748978,-0.21797315419
1527990825.624148057,-87.6950700474,85.7223196225,-0.287613162842
1527990825.824521086,-87.5772279344,85.6930264101,-0.348590311055
1527990826.24316173,-87.4734770345,85.6551151705,-0.418994158365
1527990826.224095767,-87.379261473,85.6169904914,-0.498941367438
1527990826.423891332,-87.2916300745,85.5674473551,-0.576989335511
1527990826.691204897,-87.180300644,85.4947825225,-0.683300765973
1527990826.957404700,-87.0784245875,85.4078587407,-0.785421093019
1527990827.224362167,-86.9852648266,85.3147871519,-0.892296733483
1527990827.424036288,-86.9202432577,85.2347518165,-0.96683693313
1527990827.624633290,-86.8527349318,85.1380741628,-1.03855048126
1527990827.823974783,-86.7929054,85.0410796892,-1.09274159068
1527990828.24089270,-86.7411447144,84.9527420672,-1.13417304844
1527990828.224314582,-86.6951421929,84.8612774931,-1.1742836005
1527990828.490962518,-86.6343741635,84.7418436497,-1.2105166408
1527990828.691714560,-86.5955663291,84.6488561085,-1.23747767213
1527990828.890936853,-86.5499864928,84.536338537,-1.27547612297
1527990829.90763680,-86.5051786228,84.4064618224,-1.306501007
1527990829.224334854,-86.4680203483,84.3070268412,-1.3165627167
1527990829.357544789,-86.4340494445,84.1998417126,-1.32950059625
1527990829.490916475,-86.3932924381,84.0822420352,-1.3347194444
1527990829.624371737,-86.3581457127,83.9579917197,-1.33737884403
1527990829.757834795,-86.3134644871,83.8284019355,-1.33294467856
1527990829.891165022,-86.2764975659,83.6985529233,-1.3345385271
1527990830.24968615,-86.232404995,83.5765035521,-1.32050096178
1527990830.158788092,-86.1930144072,83.448579513,-1.31275066768
1527990830.291425601,-86.1463051597,83.3262550437,-1.3048251329
1527990830.424779650,-86.1049718547,83.1989168142,-1.29756821458
1527990830.557894159,-86.0575380743,83.0750080675,-1.29013018864
1527990830.691963396,-86.0134350796,82.9483236002,-1.295534717
1527990830.824809669,-85.9619279157,82.8283596032,-1.29198265733
1527990830.958154353,-85.9196805759,82.7014263683,-1.29510431999
1527990831.91400687,-85.871188981,82.5773630954,-1.30070366554
1527990831.224722746,-85.8303890313,82.4498738362,-1.30853184894
1527990831.357980246,-85.7826363376,82.3249596914,-1.31105580908
1527990831.491981981,-85.7424475404,82.1959976042,-1.31690091737
1527990831.625371719,-85.6941946775,82.0713339515,-1.31025658431
1527990831.758214926,-85.6553426508,81.9436941144,-1.31450637149
1527990831.891426129,-85.6097853402,81.8189249896,-1.31276083761
1527990832.24792570,-85.5705985901,81.6909653193,-1.3101278889
1527990832.158402708,-85.5255127983,81.5630209975,-1.30783932623
1527990832.291576043,-85.4874109028,81.434681112,-1.31001632368
1527990832.425071312,-85.4426808273,81.3023894482,-1.30284295552
1527990832.558046296,-85.3994706545,81.1599999586,-1.30580944116
1527990832.691686964,-85.3555600194,81.0091009017,-1.30126004277
1527990832.825156577,-85.3074586718,80.8512981049,-1.29732191672
1527990832.958608039,-85.2584441535,80.6889388492,-1.29112693215
1527990833.91407893,-85.2096366823,80.5387055278,-1.27919877971
1527990833.224782185,-85.1628793727,80.3936958242,-1.27292163859
1527990833.358146921,-85.1166453438,80.2560414044,-1.26669772398
1527990833.491488610,-85.0709180593,80.1281851413,-1.26655016115
1527990833.624900891,-85.0282939829,80.0046358445,-1.2718577117
1527990833.758165830,-84.9884617588,79.890907636,-1.26755777282
1527990833.891571596,-84.9539872423,79.7933298948,-1.2720147477
1527990834.91441383,-84.9094590965,79.6624963135,-1.29212279259
1527990834.291981066,-84.8725259556,79.5402558335,-1.30937267852
1527990834.491406465,-84.8385148872,79.4320326051,-1.33452830824
1527990834.757877919,-84.808158511,79.3123905132,-1.36580653374
1527990835.24872933,-84.7804308529,79.2015802064,-1.38824782131
1527990835.291339328,-84.7591739583,79.0992734468,-1.41348488358
1527990835.692181237,-84.737633022,78.9879141331,-1.43260248147
1527990838.25180597,-84.7250086883,78.9154999548,-1.55211952095
1527990838.224933628,-84.7217761507,78.9167901855,-1.6628648035
1527990838.691786439,-84.7212285433,78.9164443736,-1.76913522528
1527990839.291521666,-84.7376449126,78.8006250378,-1.76102360127
1527990839.758161040,-84.7536377832,78.6918637844,-1.75342680074
1527990842.24499576,-84.7488009233,78.6870189699,-1.62215521869
1527990842.224891880,-84.7485708448,78.6880903282,-1.50049097507
1527990842.424497597,-84.7465039673,78.6887768846,-1.35646679874
1527990842.557923952,-84.7461799855,78.6886990472,-1.24326980861
1527990842.692214063,-84.7445109245,78.686881515,-1.11721440847
1527990842.825271802,-84.745518403,78.6874052853,-0.978033909643
1527990842.958134174,-84.7462149042,78.6881452082,-0.826950096351
1527990843.91421910,-84.7448298466,78.685681376,-0.660277453993
1527990843.224891691,-84.7474780576,78.6869950957,-0.48187486799
1527990843.358330352,-84.7470713926,78.6873976178,-0.309977698143
1527990843.491839604,-84.7470538003,78.6854293079,-0.160249549717
1527990843.624981282,-84.7472906629,78.6845750476,-0.0228063821589
1527990843.759141989,-84.7502675681,78.6848640514,0.104237066844
1527990843.891825431,-84.750662778,78.6849651869,0.21418267749
1527990844.92415980,-84.7543214136,78.6844103535,0.351374646729
1527990844.291660406,-84.7545522122,78.6843466778,0.453702244401
1527990844.625129466,-84.7584982595,78.6823890282,0.558298396617
1527990845.90934114,-84.7294411098,78.7078534071,0.706827589309
1527990845.224642256,-84.7141482109,78.7307496473,0.818092777317
1527990845.358273392,-84.6968617922,78.7539872021,0.921072349384
1527990845.492091819,-84.6840978955,78.7773985205,1.03043464636
1527990845.625402857,-84.6707291284,78.8069080582,1.14267374703
1527990845.758196524,-84.6641354954,78.8385587472,1.24829140073
1527990845.891782040,-84.655917067,78.8744680161,1.35417148084
1527990846.24910257,-84.6522509221,78.9137395198,1.4630932959
1527990846.158425668,-84.6532965581,78.9594927458,1.57066842731
1527990846.291623335,-84.659979346,79.0128244971,1.67867502376
1527990846.558782465,-84.6877848157,79.1407477237,1.78369835689
1527990846.825244600,-84.7258127487,79.2705465379,1.83842954646
1527990847.91583146,-84.7676937934,79.3966558637,1.87876822177
1527990847.291529618,-84.8040974861,79.4912524367,1.90687235634
1527990847.558318493,-84.8524084271,79.6151759,1.92035743524
1527990847.825040460,-84.902910185,79.7396756181,1.9453291267
1527990848.25033472,-84.9459565046,79.8380473133,1.95685501363
1527990848.229033877,-84.9991547345,79.9604473843,1.96493923328
1527990848.425504749,-85.0589698405,80.0949313015,1.95969377776
1527990848.558186012,-85.1032552495,80.196442255,1.95736309392
1527990848.691960353,-85.1508699032,80.3056576242,1.95691325372
1527990848.824967027,-85.2017398997,80.4236986134,1.94797349103
1527990848.958188394,-85.2546672457,80.5493752843,1.93617490642
1527990849.91642953,-85.3057087923,80.6850970914,1.92900274318
1527990849.224998405,-85.3644248261,80.8292058055,1.92119626627
1527990849.358262112,-85.4184188763,80.9744427314,1.91314036989
1527990849.491519143,-85.4713069854,81.1146925188,1.90833585432
1527990849.625251372,-85.5212636837,81.2527350591,1.89837551798
1527990849.758975291,-85.5701219222,81.3862756698,1.89578771932
1527990849.891615716,-85.6175143607,81.51388743,1.89217588628
1527990850.24785959,-85.6637445597,81.6392082556,1.88470499718
1527990850.158087514,-85.7115458245,81.764177981,1.88660630428
1527990850.291441352,-85.7573483604,81.8895917868,1.87906287371
1527990850.424567002,-85.8048100614,82.0098051856,1.87438260995
1527990850.558005999,-85.8459464262,82.1221908198,1.87829529661
1527990850.691594291,-85.8840891702,82.219536291,1.88065634034
1527990850.824710184,-85.9203862471,82.3166669946,1.87845939856
1527990851.27755221,-85.9747694816,82.4475741827,1.88737790902
1527990851.224529063,-86.0171430104,82.5666531575,1.88150748715
1527990851.424400992,-86.0586994672,82.6724867092,1.87944003421
1527990851.624386652,-86.0925487322,82.7708647508,1.87308154031
1527990851.891115701,-86.1354201697,82.8902611174,1.866779008
1527990852.91052860,-86.1698862599,82.9896839864,1.86606766169
1527990852.357728971,-86.2131546686,83.1126499979,1.86625547509
1527990852.558311471,-86.2451086587,83.2073348786,1.86476887385
1527990852.824243867,-86.2883345739,83.3315738018,1.85799711331
1527990853.27425173,-86.3195672382,83.4266832759,1.85654642594
1527990853.291054764,-86.3504071957,83.52024039,1.85885676453
1527990853.557535911,-86.3854855464,83.6271072735,1.85234027601
1527990853.757916887,-86.4191092681,83.7246664799,1.85054521585
1527990854.24824973,-86.4587303479,83.8524178855,1.85102107647
1527990854.224190827,-86.491418383,83.9495152881,1.84988663549
1527990854.424143087,-86.5259842808,84.05787546,1.84736970618
1527990854.624230509,-86.5694002993,84.1861436463,1.86127241868
1527990854.826469987,-86.6172796347,84.32192759,1.88394632187
1527990855.24212024,-86.6612969669,84.4394611487,1.90031668402
1527990855.224480163,-86.7080385699,84.5599928306,1.92803442676
1527990855.424387124,-86.7533195051,84.667244759,1.95804122436
1527990855.624136120,-86.8045851317,84.7788731001,1.98744674146
1527990855.890926028,-86.8629664972,84.8965831203,2.02350567627
1527990856.90826280,-86.9257252638,85.0060252451,2.07025476104
1527990856.290863533,-86.994145604,85.1162186619,2.11679719959
1527990856.491007668,-87.0683691209,85.2275341832,2.15045919016
1527990856.691883747,-87.1358914831,85.3237748605,2.2046411961
1527990856.890801534,-87.2056023003,85.4084097533,2.28148296631
1527990857.90864212,-87.2756351167,85.4811210145,2.36249500181
1527990857.290684005,-87.3523351703,85.547074729,2.4547640314
1527990857.491890498,-87.4340924342,85.6067809082,2.55834404599
1527990857.691546820,-87.5213776517,85.6553569548,2.66019305156
1527990857.957735898,-87.6427352349,85.708523878,2.7830112217
1527990858.157984455,-87.7389641116,85.7373816929,2.86859032423
1527990858.424611728,-87.8692415282,85.7668141093,2.98914434246
1527990858.691215796,-88.0042571071,85.7766027421,3.09381132277
1527990858.890584283,-88.1099006083,85.7793168623,-3.10677652688
1527990859.90641075,-88.2308258126,85.768984823,-3.03054955528
1527990859.290458824,-88.3700233322,85.749312561,-2.9345016602
1527990859.424421916,-88.4718408806,85.7230575211,-2.85671216279
1527990859.557971619,-88.5823247977,85.6893152296,-2.80323205498
1527990859.690905473,-88.685662282,85.6462365913,-2.73762235876
1527990859.823933523,-88.7842760368,85.5999259919,-2.66350679969
1527990859.957389426,-88.8737473788,85.5460000308,-2.59208466189
1527990860.91073366,-88.9673080746,85.4862049057,-2.54461215046
1527990860.224117291,-89.0595667966,85.4170873976,-2.50240039846
1527990860.357361307,-89.1569153559,85.3380510931,-2.45647834993
1527990860.490890521,-89.2537928515,85.2495862455,-2.40938870304
1527990860.625230934,-89.3574538584,85.1490570989,-2.37566101429
1527990860.757582631,-89.4587598085,85.0420056754,-2.3479464998
1527990860.891723412,-89.554861254,84.9337917468,-2.32665925376
1527990861.24429552,-89.6452204469,84.8331819627,-2.32408779883
1527990861.157606900,-89.7342374812,84.7352674285,-2.32897182613
1527990861.290940737,-89.8154131191,84.6411423947,-2.32813640154
1527990861.424309062,-89.8973293794,84.5500396937,-2.33484231396
1527990861.557612168,-89.9721261998,84.4665273947,-2.34049379786
1527990861.696130022,-90.0453207021,84.3813854582,-2.3410086806
1527990861.891483482,-90.143669513,84.2774212478,-2.35668804006
1527990862.91205699,-90.2345957135,84.1767978711,-2.36319905794
1527990862.291921888,-90.3179788444,84.0910951041,-2.36364877753
1527990862.491401051,-90.3871905147,84.0141301757,-2.37579406048
1527990862.757944182,-90.4589142834,83.942441334,-2.38166173045
1527990863.291565358,-90.5397663709,83.8617422826,-2.38218673601
1527990874.558336288,-90.6195663363,83.7820506306,-2.38795628228
1527990875.291700112,-90.6934360475,83.7080996807,-2.39342457057
1527990885.425292039,-90.6988656855,83.7036218752,-2.26567831712
1527990885.625195354,-90.6991333545,83.7022261789,-2.14567966327
1527990885.825289574,-90.6987571158,83.7022255892,-2.00216759557
1527990885.958763500,-90.6975510473,83.7014093859,-1.88989561208
1527990886.92483920,-90.6970939048,83.7001852379,-1.76132374712
1527990886.225752597,-90.693786896,83.6973125014,-1.62265458556
1527990886.358441215,-90.6942986663,83.6976127573,-1.46974208315
1527990886.491827248,-90.6918509045,83.6947684222,-1.30103357006
1527990886.625008671,-90.6907420598,83.6948805633,-1.123414882
1527990886.758085451,-90.6897532152,83.6944769133,-0.93100106088
1527990886.824625896,-90.6884394643,83.6935913089,-0.829586916093
1527990886.891468174,-90.6844846765,83.6922354526,-0.726114077237
1527990886.957953899,-90.6850337017,83.6934224167,-0.624663558708
1527990887.91384812,-90.6817393864,83.6916889251,-0.431446833784
1527990887.227593942,-90.6799651939,83.6919831493,-0.245714663341
1527990887.358035820,-90.6779792389,83.6920105644,-0.0834077623248
1527990887.491997773,-90.6760360181,83.6902102966,0.0696206985722
1527990887.625608966,-90.6747663801,83.6873730773,0.208213692556
1527990887.758107902,-90.675706182,83.6878932744,0.333444164719
1527990887.891793929,-90.672908946,83.6875080631,0.444346545088
1527990888.91493459,-90.6740719675,83.6880863642,0.580527048645
1527990888.291372416,-90.6702536849,83.6883324057,0.685490286156
1527990888.691760854,-90.6689308196,83.6877566598,0.791608186847
1527990889.357926873,-90.5922693835,83.7698404367,0.803606288699
1527990889.624569428,-90.5195940361,83.850401138,0.816539308561
1527990889.825945007,-90.4451575922,83.9286000051,0.826037263452
1527990890.24324616,-90.3654654489,84.0211937986,0.834170171421
1527990890.225829643,-90.2715959326,84.1294325967,0.835847220225
1527990890.358362677,-90.2003259854,84.2086991803,0.834746489697
1527990890.491023622,-90.1244329379,84.2957886864,0.83948503507
1527990890.624483543,-90.0418205371,84.3895365187,0.840846850354
1527990890.757673555,-89.9519894629,84.4871662356,0.83671424883
1527990890.890961328,-89.8749004927,84.5786704024,0.845332173865
1527990891.24419411,-89.7956416664,84.6708879167,0.852806140934
1527990891.157756697,-89.7165738167,84.7656726848,0.85091737253
1527990891.291101940,-89.6370651352,84.8583449962,0.845681236289
1527990891.424364194,-89.5596292735,84.9494836173,0.843958159812
1527990891.557884451,-89.4832356881,85.0358416056,0.831784288839
1527990891.691973572,-89.4109785493,85.1195022516,0.817349500216
1527990891.824584644,-89.34009159,85.1986821133,0.801468558501
1527990892.24686033,-89.237109073,85.3053229081,0.753002430095
1527990892.224280895,-89.1325535651,85.3995562113,0.686788786802
1527990892.424347730,-89.035816626,85.4806758499,0.621606110086
1527990892.624372242,-88.9399263418,85.5479197114,0.539900844206
1527990892.824450788,-88.8468516197,85.6036276989,0.458020104706
1527990893.91637264,-88.7249929877,85.6626883864,0.353432348076
1527990893.357740652,-88.6010068583,85.7073935963,0.240819385421
1527990893.557918767,-88.5019866239,85.7351867847,0.164777875614
1527990893.824340674,-88.3808018323,85.7545845993,0.0741941018722
1527990894.91177326,-88.2487378498,85.7688939724,-0.00977851204089
1527990894.357788386,-88.1202873862,85.767111917,-0.0704680730918
1527990894.558792993,-87.9928154522,85.7631683718,-0.128299855589
1527990894.758028748,-87.8606968028,85.7474850714,-0.173035850812
1527990894.958194399,-87.738868521,85.732445205,-0.221413106228
1527990895.158232132,-87.627062831,85.7070830954,-0.29066239912
1527990895.358224556,-87.5263131422,85.680192067,-0.363497693398
1527990895.628113519,-87.4016571941,85.630062169,-0.473065631289
1527990895.892100728,-87.2856385886,85.5653995438,-0.600414977133
1527990896.158129600,-87.1771519119,85.4881343756,-0.706034147691
1527990896.424761536,-87.0732191126,85.4003438762,-0.809344857695
1527990896.624864560,-87.0040115026,85.3279338133,-0.890112591523
1527990896.824887005,-86.9311870251,85.2442976655,-0.967322710571
1527990897.24785523,-86.858357844,85.1354314926,-1.03775300931
1527990897.225260977,-86.7822159704,85.0123176545,-1.10861316174
1527990897.425404786,-86.7206681124,84.8914005139,-1.16321506683
1527990897.624989675,-86.6537676526,84.755792618,-1.20793129336
1527990897.758218685,-86.6128119855,84.6529928249,-1.24311197385
1527990897.891469268,-86.5665568401,84.5408058348,-1.26630367648
1527990898.24880231,-86.5234764904,84.4207871015,-1.29137805109
1527990898.158156967,-86.4762575769,84.292350221,-1.30840591865
1527990898.291576940,-86.4320964591,84.153901467,-1.31772485262
1527990898.425347656,-86.3819058276,84.0169303891,-1.32059775878
1527990898.558581666,-86.3535778315,83.9148338501,-1.32937269734
1527990898.759539740,-86.3163119688,83.8112520905,-1.32494193274
1527990899.25198835,-86.2787525673,83.6846222298,-1.32455401957
1527990899.291954334,-86.2351580021,83.5633556337,-1.31797218849
1527990899.492185657,-86.2067357632,83.4670386117,-1.31191495938
1527990899.758741591,-86.1622514503,83.3439143763,-1.30636888326
1527990900.25464459,-86.1223323155,83.2176758265,-1.30346447603
1527990900.291960576,-86.0772039947,83.0929052889,-1.29648505688
1527990900.558572994,-86.0352937847,82.9696815359,-1.29735706682
1527990900.825501334,-85.9877297117,82.8474955255,-1.29865178572
1527990901.91980156,-85.947571028,82.7202124946,-1.29614026609
1527990901.358843940,-85.9034671165,82.5958588077,-1.30300246176
1527990901.626285222,-85.8639653042,82.4682544709,-1.30665090385
1527990901.892244252,-85.8203299759,82.3417068387,-1.30268856138
1527990902.158788096,-85.7806239228,82.2147227421,-1.30772388184
1527990902.359208948,-85.746582814,82.1196919283,-1.30800990931
1527990902.558771509,-85.7110497788,82.0061851906,-1.30365842699
1527990902.759322872,-85.6670686265,81.8754519233,-1.29896103419
1527990902.892612520,-85.6362114287,81.7767327438,-1.29960696458
1527990903.26031906,-85.5987886541,81.6702239681,-1.29068547556
1527990903.158825337,-85.5616458284,81.5553067263,-1.28167703444
1527990903.292282275,-85.5200068336,81.4322888417,-1.27867160673
1527990903.425619461,-85.4763483615,81.2996844219,-1.27619501283
1527990903.558693871,-85.4300953333,81.1595279225,-1.26971731422
1527990903.692439214,-85.3813666698,81.0108039837,-1.26853142329
1527990903.825799830,-85.3362564738,80.8598977923,-1.27218847309
1527990903.958699417,-85.2890165376,80.7196921919,-1.26867992113
1527990904.92337585,-85.2460475854,80.5817984182,-1.27060422263
1527990904.225684797,-85.2019914236,80.4508978249,-1.26072467494
1527990904.359589452,-85.1608666788,80.3241562135,-1.25267172438
1527990904.492227505,-85.1185580373,80.2070162467,-1.24801357419
1527990904.625343888,-85.0803720178,80.0932727951,-1.24114012375
1527990904.758794218,-85.0407962422,79.9872233351,-1.23330200392
1527990904.892157821,-85.0064375498,79.8862550027,-1.23441696844
1527990905.25517739,-84.9700133753,79.7913499354,-1.23078182323
1527990905.225525969,-84.9214831166,79.6589422916,-1.22685149037
1527990905.425508244,-84.8758100852,79.5391996269,-1.23679541836
1527990905.625550682,-84.8388718993,79.4329956628,-1.23826493349
1527990905.892327362,-84.8021460176,79.337266079,-1.23483377922
1527990906.158779618,-84.7675329345,79.2402784108,-1.24090569912
1527990906.492167810,-84.732229265,79.1439792282,-1.24562410397
1527990907.226139570,-84.6981405399,79.0490428458,-1.24168071696
1527990909.625892848,-84.6778316048,78.9965726363,-1.34694521999
1527990909.825704599,-84.6779241028,78.997176797,-1.46198066117
1527990910.26055015,-84.6782445269,78.9992129026,-1.59618410181
1527990910.291799890,-84.6768269669,78.998874313,-1.71458542023
1527990911.92064014,-84.6932106716,78.8982894609,-1.75075289934
1527990911.492087250,-84.7063300825,78.7956250151,-1.73147092105
1527990913.891739544,-84.7130113095,78.7532699413,-1.62634220104
1527990914.92579735,-84.7111070618,78.7528933664,-1.51635251861
1527990914.291975255,-84.7116298865,78.7534971026,-1.38053035044
1527990914.425459849,-84.7124722336,78.7537572143,-1.27670859134
1527990914.558646279,-84.7137369132,78.7545119301,-1.15776976808
1527990914.692525077,-84.7151273745,78.7545698167,-1.02540377108
1527990914.826926375,-84.7147524613,78.7549201133,-0.881084674098
1527990914.958630663,-84.7191882124,78.7559269552,-0.724118639904
1527990915.92132136,-84.7175772454,78.7538146435,-0.547485970407
1527990915.225524640,-84.7205153934,78.7535806318,-0.36429887145
1527990915.358970243,-84.7220064721,78.7552832699,-0.163289162621
1527990915.425883780,-84.7222439513,78.7528204453,-0.0594054136312
1527990915.492640073,-84.7227557407,78.7523795322,0.0400923610915
1527990915.559522156,-84.7277461674,78.7551455987,0.138198489467
1527990915.626217693,-84.7264477074,78.7523197546,0.238685410176
1527990915.692577085,-84.7299927769,78.7520035473,0.33956310771
1527990915.759113231,-84.7316854192,78.7534063195,0.439404821775
1527990915.892469427,-84.7324364745,78.7542537231,0.628099945
1527990916.25798092,-84.7325625535,78.7533644898,0.801686911235
1527990916.159244384,-84.7378047342,78.7560024574,0.962728371521
1527990916.292368253,-84.7369866086,78.7541343111,1.11048991324
1527990916.425875316,-84.7392620832,78.7540992705,1.24428646364
1527990916.559049740,-84.7403532846,78.754772829,1.36148119285
1527990916.692852336,-84.7419544214,78.7553830189,1.4669445654
1527990916.892951552,-84.741849901,78.7548516058,1.59546724611
1527990917.159446237,-84.7446526876,78.7560386912,1.71600771207
1527990918.92426445,-84.7707056999,78.8609442011,1.76943399751
1527990918.426102902,-84.8019781538,78.9838774966,1.77998430397
1527990918.692719693,-84.8335513429,79.1102705679,1.78768555049
1527990918.892464428,-84.8628203996,79.2185625703,1.79270065049
1527990919.92322086,-84.8962754053,79.3473575911,1.80187416306
1527990919.225586470,-84.9251846933,79.4442820942,1.81334413672
1527990919.358993860,-84.9549516977,79.54942358,1.82464030499
1527990919.492332120,-84.9883693621,79.6631460944,1.83081339021
1527990919.625853473,-85.02408293,79.784883731,1.83994847023
1527990919.759517656,-85.0633782399,79.9152601355,1.85381089303
1527990919.892618975,-85.1085230052,80.0532656893,1.8609097385
1527990920.25664157,-85.1556198062,80.2006252564,1.86986401682
1527990920.158922112,-85.2083466868,80.3537001259,1.88236508282
1527990920.292561388,-85.2617435582,80.5173241295,1.88573428318
1527990920.425603582,-85.3167726492,80.6732073745,1.89306420843
1527990920.559305395,-85.366611334,80.8245317956,1.89413913793
1527990920.692627089,-85.4197508338,80.9718879301,1.89809753984
1527990920.825682941,-85.4664442762,81.1162046325,1.89663555485
1527990920.959106375,-85.5167780274,81.2549372067,1.89280228667
1527990921.92733274,-85.5617292212,81.3910619967,1.89551097266
1527990921.226227004,-85.6096824614,81.5206431757,1.89643957461
1527990921.358820029,-85.653431956,81.6469444066,1.89129244279
1527990921.492043210,-85.69961065,81.7727857761,1.89584369296
1527990921.625526335,-85.7448646046,81.897331189,1.89066670288
1527990921.758814840,-85.790419794,82.0242167804,1.88684063894
1527990921.891904953,-85.8349199886,82.1495994939,1.8946342203
1527990922.25502378,-85.8811516391,82.2695899749,1.89678184531
1527990922.158633321,-85.9247839783,82.3836375451,1.89946121762
1527990922.291955992,-85.9595161464,82.4776801086,1.90707456045
1527990922.425325245,-85.9947638464,82.5743881332,1.90338066896
1527990922.559181501,-86.033580813,82.676818461,1.8972231945
1527990922.758598810,-86.0768866734,82.798356392,1.90291423792
1527990922.958579937,-86.1205091562,82.9151900266,1.89256051848
1527990923.158384605,-86.1574127727,83.0234690913,1.88939524558
1527990923.425219348,-86.1964960503,83.1346587355,1.89216786165
1527990923.692312695,-86.2316773341,83.2388557224,1.88664009675
1527990923.959329687,-86.2682099508,83.3439290081,1.88216413262
1527990924.225212819,-86.301439217,83.4446105148,1.88302724456
1527990924.491894546,-86.3390282269,83.5545924332,1.88232263621
1527990924.691994287,-86.3703263886,83.6509350034,1.87860299777
1527990924.958423714,-86.413553139,83.7769383568,1.87712193826
1527990925.225204802,-86.4564717492,83.9036965677,1.88076146043
1527990925.424996433,-86.4923779385,84.0091984727,1.87685137986
1527990925.624908396,-86.5350279007,84.1347945654,1.88076765267
1527990925.824870482,-86.5859813461,84.2751039104,1.89763960227
1527990925.958288780,-86.6224176015,84.3711147093,1.91269999497
1527990926.158188247,-86.6783176529,84.5105465227,1.93718630385
1527990926.358232795,-86.7362099642,84.6480358034,1.97077860243
1527990926.558371944,-86.7978774524,84.7800550144,2.00267915589
1527990926.758940868,-86.8655545525,84.9134201594,2.04761660285
1527990926.891729625,-86.9151766347,85.0010495747,2.08867899615
1527990927.91835464,-86.987186326,85.1163086548,2.12817261795
1527990927.291701244,-87.0600000802,85.2280098803,2.16071986847
1527990927.491758355,-87.1279554421,85.3298744428,2.21393248073
1527990927.691988702,-87.2003783082,85.4154778149,2.28932473377
1527990927.891848963,-87.2694625269,85.4906070547,2.38049498751
1527990928.92309568,-87.3445955813,85.555716781,2.47690531106
1527990928.291599359,-87.424210133,85.6158543792,2.57955654762
1527990928.491800784,-87.5128646085,85.661716006,2.68546092224
1527990928.758535487,-87.6326804347,85.7163932022,2.80171501905
1527990928.958319001,-87.7275637564,85.74638175,2.87385711647
1527990929.158081024,-87.828080999,85.7726975443,2.96093198845
1527990929.358236148,-87.9483610633,85.7868095197,3.05850513465
1527990929.558641484,-88.0800656446,85.796866529,-3.14126489992
1527990929.758118529,-88.23133921,85.7874689877,-3.06506747913
1527990929.891610457,-88.3359969336,85.7805100492,-3.02122423585
1527990930.24789833,-88.4497850219,85.7628971533,-2.96742070127
1527990930.158166051,-88.5743271465,85.7420719265,-2.92829173383
1527990930.291533166,-88.7036828982,85.7084426404,-2.88605145387
1527990930.424829463,-88.8409361984,85.669212195,-2.84586594932
1527990930.558095133,-88.9833288065,85.620839003,-2.80789149187
1527990930.692065763,-89.1352719979,85.564262979,-2.78526726968
1527990930.824869560,-89.2904609773,85.5005428555,-2.76239721917
1527990930.958677716,-89.4534891295,85.432867336,-2.7512089747
1527990931.91867801,-89.6058666304,85.3636485484,-2.74169757244
1527990931.225035273,-89.7560950821,85.2968321293,-2.74661990787
1527990931.358358716,-89.9014750457,85.2341536516,-2.75691583531
1527990931.491702167,-90.0420306559,85.1727484836,-2.76090288105
1527990931.625083058,-90.181020628,85.111896934,-2.77125263256
1527990931.758295555,-90.3178203308,85.0578966984,-2.77942210983
1527990931.891968472,-90.4477700888,85.0012497579,-2.78213182777
1527990932.25338294,-90.5743918017,84.9514878976,-2.7949404868
1527990932.158524542,-90.6838644919,84.9086046052,-2.79416512195
1527990932.292515161,-90.7893379309,84.8644770437,-2.79764690264
1527990932.425922579,-90.8902694866,84.8263005408,-2.81091129693
1527990932.625240648,-91.0286902425,84.7720480484,-2.80363411771
1527990932.825558110,-91.1492573961,84.726507713,-2.80938728435
1527990933.25362941,-91.2587623699,84.6862394023,-2.80647907424
1527990933.225281052,-91.3538932562,84.6511374758,-2.78734465796
1527990933.492035349,-91.4642790151,84.6080486065,-2.75628931455
1527990933.760236566,-91.5682630987,84.560180912,-2.71450723169
1527990934.92290036,-91.6670510799,84.5105360252,-2.66897132538
1527990934.625713441,-91.75733407,84.4609324118,-2.64027908426
1527990936.692471141,-91.7932948595,84.4426696526,-2.52129496466
1527990936.892295724,-91.7938045581,84.4430731312,-2.40519330654
1527990937.92262708,-91.7950117237,84.4459675537,-2.26900199953
1527990937.225782737,-91.7950584964,84.4449032417,-2.16261975511
1527990937.358834470,-91.7971360196,84.4481922578,-2.04401865917
1527990937.492428075,-91.7964783748,84.4465313232,-1.91058230491
1527990937.625681227,-91.7972249954,84.4462512233,-1.76401072873
1527990937.758736108,-91.7981445995,84.4483617453,-1.60099669967
1527990937.892529079,-91.7968334,84.4464743797,-1.42506709925
1527990938.25874520,-91.7967007657,84.4456462023,-1.2344966298
1527990938.158553138,-91.7978010792,84.4457759223,-1.03246159469
1527990938.225656345,-91.7961099229,84.4443780523,-0.930897527984
1527990938.358896547,-91.7944750147,84.4414208947,-0.743313453798
1527990938.492313138,-91.7935752922,84.4419082628,-0.570556678024
1527990938.625546327,-91.7916232624,84.4415713323,-0.410954487
